Partner Name,Year,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
Turkey,2014,303065760.28,145043748.15,100.0,100,1.0,-1.87,-1.87,4.0,5.14,397522.0,30.18,64.58,0.58,4.67,3000.0,0.0,19072099.23,208947499.64,2304791.29,8.54,9.84,1191715.0,68.33,25.9,1.58,15.73,3000.0,0.0,50315866.01,211252290.93,0.0
Tuvalu,2014,121806.83,13067.34,100.0,100,,,,5.26,4.44,869.0,54.66,44.99,0.0,0.35,48.0,0.0,0.0,5465.11,828.19,8.96,8.45,55088.0,72.22,25.45,47.99,100.0,3000.0,0.0,1705.46,6293.3,0.0
Tanzania,2014,14452727.43,4771176.8,100.0,100,1.0,0.66,0.66,2.15,5.92,21358.0,13.73,85.13,0.03,1.11,630.0,0.0,621683.62,3350167.32,692913.35,8.79,8.81,738265.0,68.03,25.26,20.22,211.96,3000.0,0.0,1223374.33,4043080.67,0.0
Uganda,2014,3327540.11,1343289.54,100.0,100,1.0,2.18,2.18,2.7,3.5,18759.0,17.95,81.72,0.03,0.29,2495.21,0.0,145468.38,2302321.8,135465.96,9.0,12.75,793110.0,67.78,25.29,29.76,263.47,3000.0,0.0,420865.37,2437787.76,0.0
Ukraine,2014,75320559.23,57776298.36,100.0,100,1.0,-15.95,-15.95,2.48,4.23,144992.0,16.55,80.51,0.36,2.59,3000.0,0.0,2025887.09,58282831.06,12636008.44,8.52,7.11,1023835.0,67.99,26.02,4.08,38.24,3000.0,0.0,10689861.09,70918839.51,0.0
United States Minor Outlying I,2014,159692.81,13437.83,100.0,100,,,,5.89,1.27,3079.0,63.36,33.26,1.79,1.59,274.5,0.0,14.72,4413.53,10108.76,7.98,5.83,145135.0,67.21,29.21,35.56,133.06,3000.0,0.0,1618.11,14522.3,0.0
Unspecified,2014,724182434.12,208887556.46,100.0,100,,,,7.01,4.11,153875.0,67.02,23.54,1.06,8.38,3000.0,0.0,896924.48,70630644.83,17021767.4,8.46,5.67,1224310.0,68.0,25.95,4.1,43.99,3000.0,0.0,30445011.89,87652412.23,0.0
Uruguay,2014,16150754.5,10366823.14,100.0,100,1.0,-3.85,-3.85,4.37,29.77,41892.0,39.9,41.71,0.88,17.5,754.3,0.0,559226.13,10492779.07,1006775.96,9.1,20.86,672708.0,67.99,24.63,11.9,106.63,3000.0,0.0,1489772.8,11499555.04,0.0
United States,2014,2573329300.61,1536624834.19,100.0,100,1.0,3.15,3.15,6.71,5.48,673833.0,60.84,34.0,0.55,4.6,3000.0,0.0,260978950.57,1724882636.68,703934.64,8.39,6.33,1276291.0,67.88,26.26,0.94,10.16,3000.0,0.0,373470291.29,1725586571.32,0.0
Uzbekistan,2014,15559856.0,6548731.4,100.0,100,,,,1.94,1.46,14537.0,19.94,76.55,0.25,3.26,611.5,0.0,132213.14,3419783.73,1907522.63,9.04,7.4,423064.0,68.46,24.04,21.73,196.57,3000.0,0.0,1141151.26,5327306.35,0.0
Holy See,2014,123382.7,15652.21,100.0,100,,,,5.41,1.81,1674.0,71.8,26.46,0.06,1.67,51.97,0.0,0.01,2874.7,2665.57,8.36,7.69,81701.0,68.64,27.55,14.4,171.62,3000.0,0.0,286.46,5540.28,0.0
St. Vincent and the Grenadines,2014,625170.72,172520.92,100.0,100,1.0,-1.14,-1.14,1.26,0.06,2657.0,10.16,89.76,0.0,0.08,35.0,0.0,0.0,1539.68,106527.13,10.01,8.18,219265.0,65.84,24.18,65.26,758.41,3000.0,0.0,4121.4,108066.81,0.0
Venezuela,2014,44357683.71,71432876.63,100.0,100,,,,3.02,0.46,25068.0,21.1,74.71,1.88,2.31,754.3,0.0,56848363.22,59634519.82,2158653.36,8.33,2.5,569117.0,69.96,25.67,15.37,83.84,3000.0,0.0,57231090.03,61793173.19,0.0
British Virgin Islands,2014,3370841.75,475809.0,100.0,100,,,,7.3,2.47,6670.0,32.01,60.12,0.12,7.75,114.0,0.0,189.42,473878.55,169084.05,8.76,7.85,333543.0,67.73,24.61,43.18,339.81,3000.0,0.0,45695.63,642962.59,0.0
Vietnam,2014,186918674.89,167053034.32,100.0,100,1.0,5.82,5.82,4.06,5.29,200261.0,41.12,53.63,0.61,4.64,3000.0,0.0,8389582.21,184711927.92,3608718.2,8.69,8.84,1101871.0,68.69,25.36,2.99,29.76,3000.0,0.0,15306924.19,188320646.12,0.0
Vanuatu,2014,887549.01,644599.97,100.0,100,,,,3.04,6.05,1700.0,35.59,63.35,0.12,0.94,48.0,0.0,2681.48,269931.59,18689.67,9.25,6.7,98424.0,63.85,28.31,29.53,424.18,3000.0,0.0,58351.35,288621.27,0.0
 World,2014,20722830250.06,18494275339.15,100.0,100,1.0,0.23,0.23,5.24,4.14,14879599.0,45.77,49.82,0.45,3.97,3000.0,0.0,3895139179.07,15743308005.92,13105.89,8.54,6.33,1280940.0,67.92,26.22,0.04,0.46,3000.0,0.0,4180223941.96,15743330527.78,0.0
Wallis and Futura Isl.,2014,74070.25,2001.63,100.0,100,,,,3.6,2.29,603.0,16.42,83.58,0.0,0.0,22.25,0.0,0.0,152.98,581.48,7.24,4.07,25617.0,72.41,26.83,1.66,31.01,615.88,0.0,32.45,734.46,0.0
Samoa,2014,346827.98,50673.42,100.0,100,1.0,2.88,2.88,2.72,3.69,2445.0,42.9,56.85,0.0,0.25,52.0,0.0,0.0,60177.19,18658.7,7.86,6.79,168908.0,70.95,25.32,37.55,220.12,3000.0,0.0,16570.77,78835.89,0.0
Yemen,2014,13346802.75,9289332.14,100.0,100,1.0,-4.75,-4.75,7.53,0.41,7726.0,34.93,64.39,0.12,0.56,243.0,0.0,19194.18,7982316.88,703081.6,9.83,3.17,337464.0,69.58,23.15,33.59,283.85,3000.0,0.0,4213924.12,8685398.48,0.0
South Africa,2014,129586385.46,138773762.02,100.0,100,1.0,-1.72,-1.72,3.49,3.08,219634.0,27.99,66.18,0.57,5.27,3000.0,0.0,5610224.11,111813763.71,9892514.44,8.46,6.67,1258003.0,67.87,26.18,2.89,31.21,3000.0,0.0,24516525.92,121706278.14,0.0
"Congo, Dem. Rep.",2014,7872998.96,8430777.84,100.0,100,,,,9.54,0.87,9806.0,42.99,54.82,0.05,2.13,186.76,0.0,3711.55,5431822.66,1446639.53,9.29,3.34,451015.0,67.06,25.15,39.92,318.25,3000.0,0.0,1266214.32,6878462.19,0.0
Zambia,2014,6000982.82,6741337.51,100.0,100,1.0,-2.94,-2.94,4.36,1.77,11483.0,23.68,76.12,0.03,0.17,414.88,0.0,211972.21,5528242.5,1850364.45,8.96,5.46,658589.0,66.42,25.84,44.24,399.68,3000.0,0.0,821446.9,7378606.95,0.0
Zimbabwe,2014,4397944.81,2586103.18,100.0,100,1.0,-8.29,-8.29,1.7,2.94,13018.0,10.18,87.19,0.07,2.57,461.62,0.0,932932.87,2492531.68,329816.17,9.0,10.53,492855.0,67.37,26.16,29.03,215.83,3000.0,0.0,1328946.19,2822347.85,0.0
East Asia & Pacific,2014,5386049029.69,5624658859.68,100.0,100,,,,5.83,4.49,3673970.0,54.89,41.12,0.5,3.49,3000.0,0.0,563078692.51,5910587804.43,564061.9,8.5,6.62,1277870.0,67.93,26.22,0.17,1.86,3000.0,0.0,721992030.08,5911151866.33,0.0
Europe & Central Asia,2014,7374909595.0,6915743819.25,100.0,100,,,,5.11,4.05,5604241.0,42.69,53.39,0.3,3.63,3000.0,0.0,1186521621.98,3645691053.72,327496.99,8.54,6.22,1280508.0,67.92,26.22,0.11,1.23,3000.0,0.0,1274774177.83,3646018550.71,0.0
Latin America & Caribbean,2014,1231064659.47,1144314266.39,100.0,100,,,,3.53,5.61,1410903.0,28.28,64.98,0.7,6.05,3000.0,0.0,252283727.19,1177433563.64,10004031.73,8.42,8.43,1258012.0,67.98,26.12,0.45,4.81,3000.0,0.0,362681690.52,1187437595.38,0.0
Middle East & North Africa,2014,1283334373.05,1276797464.67,100.0,100,,,,4.2,1.76,1115856.0,35.16,59.66,0.57,4.6,3000.0,0.0,823496832.12,1261157081.07,5941816.54,8.46,3.68,1256680.0,67.97,26.14,0.57,6.07,3000.0,0.0,847865954.78,1267098897.61,0.0
North America,2014,3069334524.16,2025170947.3,100.0,100,,,,6.59,5.37,989945.0,60.83,34.27,0.59,4.31,3000.0,0.0,440433571.83,2220622653.1,545586.69,8.39,6.36,1276792.0,67.88,26.25,0.64,6.93,3000.0,0.0,566250193.14,2221168239.79,0.0
South Asia,2014,511955984.3,350478918.33,100.0,100,,,,5.68,5.99,743200.0,55.89,39.52,0.5,4.09,3000.0,0.0,74501136.82,426510144.77,2954214.78,8.4,9.44,1255506.0,68.01,26.2,0.85,8.94,3000.0,0.0,90063907.28,429464359.55,0.0
Sub-Saharan Africa,2014,497528378.98,454839663.31,100.0,100,,,,3.58,1.78,755729.0,29.08,67.52,0.29,3.11,3000.0,0.0,214157092.71,462794845.86,1207557.64,8.47,4.88,1267677.0,67.93,26.16,0.84,9.08,3000.0,0.0,247613813.44,464002403.5,0.0
Aruba,2015,2798803.44,437295.07,100.0,100,1.0,-4.75,-4.75,4.95,2.26,5934.0,25.43,72.46,0.4,1.7,274.5,0.0,93122.87,337947.38,108979.76,8.53,4.21,316361.0,69.14,24.82,89.47,232.54,3000.0,0.0,437284.99,446927.14,0.0
Afghanistan,2015,9914679.65,873218.12,100.0,100,1.0,0.17,0.17,4.06,3.35,12684.0,43.34,55.57,0.18,0.91,830.74,0.0,42628.65,865790.89,44313.76,9.89,9.95,456068.0,69.09,22.36,64.8,242.47,3000.0,0.0,662164.61,910104.65,0.0
Angola,2015,23811391.5,36829781.46,100.0,100,1.0,-13.43,-13.43,4.22,0.06,12051.0,55.52,40.74,0.54,3.2,328.45,0.0,111.39,1248968.81,50134372.12,8.14,2.24,429122.0,69.51,26.42,43.99,100.88,3000.0,0.0,51253403.7,51383340.94,0.0
Anguila,2015,88078.95,13315.29,100.0,100,,,,6.53,2.83,1440.0,43.06,54.86,0.21,1.88,145.18,0.0,21.1,11608.48,3989.61,9.05,12.89,145981.0,69.34,21.72,221.39,685.76,3000.0,0.0,7606.2,15598.1,0.0
Albania,2015,6914696.76,1956614.7,100.0,100,1.0,-9.11,-9.11,2.79,3.84,38943.0,18.0,77.01,0.46,4.53,2922.46,0.0,1866314.52,3464336.98,611094.73,9.83,8.77,741471.0,70.58,22.32,30.63,104.66,3000.0,0.0,3782705.87,4075431.71,0.0
Andorra,2015,2579276.03,74869.29,100.0,100,1.0,-8.82,-8.82,7.84,1.62,11719.0,25.36,69.7,1.83,3.11,274.5,0.0,2039.7,57811.89,65410.7,9.14,5.25,482768.0,70.49,23.33,70.68,183.98,3000.0,0.0,89875.36,123222.6,0.0
United Arab Emirates,2015,290295088.82,164806923.96,100.0,100,1.0,-1.96,-1.96,6.62,3.19,220721.0,59.83,36.19,1.15,2.83,830.74,0.0,86992265.95,172065859.69,302717.6,8.98,4.99,1438382.0,69.7,24.1,8.53,31.83,3000.0,0.0,162793210.06,172368328.93,248.36
Argentina,2015,64920160.01,61098035.93,100.0,100,1.0,-4.3,-4.3,3.79,9.79,133225.0,44.48,43.3,1.36,10.86,3000.0,0.0,10825624.87,67911276.15,3343498.95,8.96,11.05,1249652.0,69.74,23.66,12.73,49.2,3000.0,0.0,50265539.55,71254775.1,0.0
Armenia,2015,2713389.54,1158802.15,100.0,100,1.0,-11.51,-11.51,1.78,1.51,22195.0,11.79,72.86,0.83,14.52,815.38,0.0,113808.72,1125363.54,366913.19,10.29,8.04,582757.0,70.92,20.92,48.0,166.25,3000.0,0.0,1010588.56,1492276.73,0.0
American Samoa,2015,154293.7,32871.88,100.0,100,,,,8.79,4.15,3962.0,61.38,21.98,1.72,14.92,300.0,0.0,171.99,21380.57,3804.46,10.72,6.0,287655.0,67.9,20.32,161.94,692.83,3000.0,0.0,8951.9,25185.03,0.0
Antarctica,2015,35850.93,12614.87,100.0,100,,,,5.41,2.24,906.0,50.66,48.12,0.22,0.99,20.0,0.0,0.25,5616.43,8346.35,8.06,6.35,90479.0,72.7,24.94,117.66,118.21,3000.0,0.0,12150.18,13962.79,0.0
Fr. So. Ant. Tr,2015,62244.86,7852.64,100.0,100,,,,1.92,0.26,802.0,7.48,92.14,0.12,0.25,50.62,0.0,0.36,415.4,14043.59,8.48,11.37,38955.0,69.42,26.73,105.74,80.92,3000.0,0.0,8563.04,14459.0,0.0
Antigua and Barbuda,2015,1625421.05,476802.87,100.0,100,1.0,-8.18,-8.18,4.79,1.61,7506.0,20.04,70.76,0.37,8.83,274.5,0.0,3561.18,302030.17,51233.21,10.21,5.11,434932.0,68.56,22.49,114.02,404.48,3000.0,0.0,351066.04,353263.38,0.0
Australia,2015,222282357.96,210429474.1,100.0,100,1.0,-6.22,-6.22,5.56,5.22,256913.0,57.69,35.39,1.18,5.74,3000.0,0.0,24228416.8,204673450.44,3441028.53,8.81,7.17,1433598.0,69.57,24.23,7.31,27.32,3000.0,0.0,129523839.66,208114478.98,0.0
Austria,2015,143041736.03,144137334.23,100.0,100,1.0,-7.38,-7.38,5.49,4.67,177659.0,44.81,52.04,0.68,2.47,3000.0,0.0,7179399.26,46281301.43,666322.43,8.68,6.93,1352953.0,69.67,24.11,10.34,37.0,3000.0,0.0,35007051.28,46947623.86,0.0
Azerbaijan,2015,15052299.55,16867549.13,100.0,100,1.0,0.19,0.19,2.15,0.12,21241.0,43.52,46.79,1.1,8.59,458.31,0.0,37589348.72,38292475.63,647921.67,9.46,2.13,616698.0,69.68,22.23,49.1,185.86,3000.0,0.0,38686762.79,38940397.3,0.0
Br. Antr. Terr,2015,0.0,0.03,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,2015,499129.19,263867.22,100.0,100,1.0,-8.7,-8.7,1.61,1.08,2272.0,7.26,92.21,0.26,0.26,318.04,0.0,19.36,90191.61,235751.74,10.31,8.55,269348.0,69.72,22.67,209.73,693.22,3000.0,0.0,284663.2,325943.35,0.0
Belgium,2015,341172681.57,306190952.52,100.0,100,1.0,-11.27,-11.27,6.21,4.68,240242.0,50.8,46.67,0.47,2.05,3000.0,0.0,22325145.59,86897636.27,395009.18,8.77,7.72,1428116.0,69.64,24.21,7.85,28.68,3000.0,0.0,74958205.58,87292642.65,2.79
Benin,2015,8039283.66,1138594.7,100.0,100,1.0,-17.08,-17.08,2.38,0.96,6132.0,26.08,73.68,0.07,0.18,754.3,0.0,201.78,555484.95,582142.64,10.16,6.75,422892.0,68.96,23.02,132.55,420.45,3000.0,0.0,670001.45,1137627.59,0.0
Bonaire,2015,198800.41,10346.53,100.0,100,,,,2.8,0.26,1262.0,48.1,26.39,1.58,23.93,20.0,0.0,0.16,20604.67,175414.84,7.05,2.19,53360.0,58.19,29.72,95.01,416.01,3000.0,0.0,194619.66,196019.51,0.0
Burkina Faso,2015,2933602.18,1799676.67,100.0,100,1.0,-7.49,-7.49,1.0,1.08,6950.0,26.96,72.76,0.06,0.22,630.0,0.0,956.65,475474.12,1476771.81,9.89,5.67,368263.0,68.37,23.24,94.59,349.86,3000.0,0.0,1572477.45,1952245.94,0.0
Bangladesh,2015,44131416.77,35702722.38,100.0,100,1.0,,,3.79,7.86,71669.0,39.99,56.41,0.51,3.09,830.74,0.0,49890459.91,55321136.39,184386.24,10.18,15.08,819791.0,72.73,20.76,17.39,57.15,3000.0,0.0,53847550.87,55505522.63,0.0
Bulgaria,2015,27408002.36,24836755.55,100.0,100,1.0,-8.22,-8.22,4.4,8.05,86938.0,43.59,52.04,0.81,3.56,3000.0,0.0,2779611.03,8463068.51,744443.46,9.04,9.18,1135861.0,69.95,23.4,18.86,68.05,3000.0,0.0,8223373.13,9207511.96,0.0
Bahrain,2015,13282824.0,9127901.23,100.0,100,1.0,-9.64,-9.64,3.8,3.75,27731.0,50.17,46.55,0.89,2.39,274.5,0.0,4033330.97,10277393.93,152013.46,9.47,6.88,738528.0,69.82,22.69,44.84,154.53,3000.0,0.0,9939035.88,10429407.39,0.0
"Bahamas, The",2015,11649070.22,2360778.22,100.0,100,1.0,-8.67,-8.67,2.87,1.43,8296.0,12.62,83.98,0.93,2.47,447.86,0.0,552937.77,2019065.19,870344.7,9.52,4.86,335336.0,67.3,24.23,67.0,275.24,3000.0,0.0,2553576.85,2889409.89,0.0
Bosnia and Herzegovina,2015,13009513.26,5138121.25,100.0,100,1.0,-9.54,-9.54,1.26,3.5,75938.0,11.72,83.5,0.45,4.33,430.51,0.0,1453188.05,6771761.69,2987252.47,9.13,8.54,1012489.0,70.2,23.26,19.77,67.36,3000.0,0.0,8517514.84,9759014.16,0.0
Saint Barthélemy,2015,121748.5,19106.79,100.0,100,,,,2.31,0.17,652.0,4.75,92.33,0.0,2.91,50.0,0.0,0.0,147.4,6336.17,10.81,11.06,44672.0,73.85,19.39,184.82,278.53,3000.0,0.0,6132.17,6483.56,0.0
Belarus,2015,27798103.68,19092948.51,100.0,100,1.0,-13.52,-13.52,2.61,3.08,79229.0,48.21,48.0,0.75,3.04,3000.0,0.0,4735056.66,20415480.32,3030727.64,9.21,8.65,1080038.0,69.7,23.33,20.38,74.62,3000.0,0.0,18920108.61,23446207.95,0.0
Belize,2015,1062504.28,442563.19,100.0,100,1.0,1.72,1.72,5.55,3.77,7427.0,32.0,64.79,2.64,0.57,754.3,0.0,9548.7,456465.84,97976.07,9.92,19.05,407154.0,69.06,23.23,102.89,319.58,3000.0,0.0,463056.84,554441.92,0.0
Bermuda,2015,4416055.44,467404.22,100.0,100,1.0,-1.69,-1.69,5.82,0.39,2617.0,17.88,75.89,0.53,5.69,265.0,0.0,4570.66,12905.38,159279.87,9.8,5.94,151016.0,64.65,24.88,175.05,429.23,3000.0,0.0,159920.95,172185.26,0.0
Bolivia,2015,8274450.89,8495006.91,100.0,100,1.0,-3.97,-3.97,2.82,1.67,18535.0,19.71,69.82,1.68,8.78,2922.46,0.0,61776.67,3704835.1,5679814.47,9.7,5.87,572482.0,70.76,22.25,50.46,165.43,3000.0,0.0,6976830.67,9384649.57,0.0
Brazil,2015,197316653.31,206387327.72,100.0,100,1.0,-13.43,-13.43,4.97,11.25,257310.0,52.69,40.53,0.98,5.8,3000.0,0.0,57167377.1,250104124.56,2000575.84,8.75,11.27,1395357.0,69.5,24.24,7.23,26.67,3000.0,0.0,184130298.98,252104700.4,0.0
Barbados,2015,1565766.03,320748.9,100.0,100,1.0,-3.59,-3.59,2.7,2.64,10765.0,15.77,82.79,0.42,1.02,1449.54,0.0,54523.86,238204.6,271666.94,9.6,10.55,551766.0,69.03,22.95,86.88,324.24,3000.0,0.0,456646.15,509871.53,0.0
Brunei,2015,5753928.35,6318887.29,100.0,100,1.0,-5.28,-5.28,3.15,0.09,7966.0,42.49,54.72,0.49,2.3,274.5,0.0,3805.64,3134716.78,3507844.25,8.67,2.65,350456.0,71.84,24.51,62.5,98.17,3000.0,0.0,6610056.29,6642561.03,0.0
Bhutan,2015,587442.52,269857.16,100.0,100,,,,4.98,1.81,2675.0,47.21,52.6,0.11,0.07,245.5,0.0,0.4,157674.24,92721.96,9.11,5.91,148772.0,68.41,24.75,90.17,289.79,3000.0,0.0,245850.63,250396.2,0.0
Bunkers,2015,42892644.51,19528.54,100.0,100,,,,9.35,4.74,3000.0,75.03,10.5,1.6,12.87,149.16,0.0,45.33,158088.98,1403.38,11.32,6.28,180811.0,73.97,17.86,140.83,351.43,3000.0,0.0,158608.55,159492.37,0.0
Bouvet Island,2015,898.05,1654.38,100.0,100,,,,7.69,0.32,405.0,60.25,30.12,6.91,2.72,35.0,0.0,0.57,1640.95,2175.61,9.24,13.33,34366.0,68.85,26.32,240.74,169.14,3000.0,0.0,3758.08,3816.56,0.0
Botswana,2015,6924530.18,4547926.13,100.0,100,1.0,-6.22,-6.22,0.33,0.88,10819.0,4.55,95.18,0.02,0.25,301.57,0.0,2578.43,7172878.47,572505.02,9.8,8.54,787613.0,69.3,22.77,116.72,460.26,3000.0,0.0,7568625.01,7745383.49,0.0
Central African Republic,2015,434623.92,71778.46,100.0,100,1.0,21.75,21.75,4.69,1.06,3416.0,26.02,68.33,0.12,5.53,205.88,0.0,3.21,23917.21,43020.22,10.04,8.87,150807.0,66.07,23.19,95.32,378.81,3000.0,0.0,31489.98,66937.43,0.0
Canada,2015,448230659.92,421209787.56,100.0,100,1.0,-4.84,-4.84,6.05,5.52,347303.0,63.25,32.46,0.85,3.44,3000.0,0.0,102174931.52,419085571.31,17922034.55,8.79,7.46,1454275.0,69.53,24.34,5.44,20.2,3000.0,0.0,383009979.47,437007605.86,0.0
Cocos (Keeling) Islands,2015,7596.35,10478.8,100.0,100,,,,4.59,1.48,1791.0,61.14,37.97,0.5,0.39,45.0,0.0,132.62,2268.31,9191.88,8.79,5.47,110019.0,73.74,24.16,37.3,91.46,3000.0,0.0,4834.01,11460.19,0.0
Switzerland,2015,414227377.63,299385982.28,100.0,100,1.0,-4.49,-4.49,3.76,3.32,422356.0,25.29,70.88,0.54,3.3,3000.0,0.0,109870597.88,391838738.17,5292915.52,8.55,6.57,1414230.0,69.69,24.39,4.43,15.39,3000.0,0.0,322556667.38,397131653.45,0.24
Chile,2015,68708482.39,67430661.43,100.0,100,1.0,-7.51,-7.51,3.65,2.61,104291.0,17.47,72.28,0.8,9.45,2922.46,0.0,28159311.57,78525364.33,2296970.1,9.14,6.61,1157129.0,70.15,23.4,15.52,56.09,3000.0,0.0,53362767.92,80822334.43,0.0
China,2015,1537067593.05,2473581490.39,100.0,100,1.0,-7.41,-7.41,7.03,6.15,837043.0,65.39,31.25,0.65,2.72,3000.0,0.0,666553170.77,2878777738.88,194325.25,8.75,7.1,1497550.0,69.61,24.4,2.31,8.4,3000.0,0.0,2063984758.6,2878971945.05,119.07
Cote d'Ivoire,2015,12107786.09,11056314.36,100.0,100,1.0,-3.26,-3.26,2.26,2.06,21464.0,13.47,84.53,0.17,1.83,349.83,0.0,1385101.18,13180577.68,1770931.14,9.58,8.29,716439.0,69.76,23.07,55.18,183.93,3000.0,0.0,8566690.6,14951508.82,0.0
Cameroon,2015,7622395.56,4634259.82,100.0,100,1.0,-10.65,-10.65,4.15,1.68,23246.0,19.86,76.77,0.58,2.8,815.38,0.0,163526.22,7790076.04,705758.66,9.41,5.33,664029.0,69.67,22.97,49.27,161.08,3000.0,0.0,7109435.96,8495834.7,0.0
"Congo, Rep.",2015,7285555.62,6826108.32,100.0,100,1.0,2.21,2.21,6.91,0.94,8998.0,27.35,71.39,0.31,0.94,824.53,0.0,14586.11,8702938.24,300553.35,8.36,2.76,365602.0,69.08,25.44,63.04,159.29,3000.0,0.0,8700331.86,9003491.6,0.0
Cook Islands,2015,154656.29,25527.33,100.0,100,,,,4.92,3.16,1998.0,25.43,71.57,0.7,2.3,160.46,0.0,24.21,18267.73,7945.2,9.85,9.59,137267.0,67.9,23.73,118.52,456.11,3000.0,0.0,24288.78,26212.93,0.0
Colombia,2015,56331118.92,40298677.84,100.0,100,1.0,-8.13,-8.13,2.91,2.67,93330.0,23.06,72.88,0.48,3.59,3000.0,0.0,1581824.06,51905668.4,1153094.5,8.8,6.28,1169177.0,70.39,23.39,17.64,60.26,3000.0,0.0,51567709.07,53058762.9,0.0
Comoros,2015,501915.92,51966.61,100.0,100,1.0,-5.1,-5.1,3.19,1.33,1567.0,13.34,85.83,0.38,0.45,30.0,0.0,0.48,60885.95,7666.02,9.9,9.82,118814.0,72.28,23.36,117.17,213.08,3000.0,0.0,18955.4,68551.97,0.0
Cape Verde,2015,997237.77,80343.86,100.0,100,1.0,-11.33,-11.33,2.23,0.86,5605.0,7.1,87.55,0.2,5.16,293.03,0.0,6229.8,50237.38,121929.59,9.12,12.62,251006.0,70.66,24.02,67.44,170.67,3000.0,0.0,104230.26,172166.97,0.0
Costa Rica,2015,14737236.83,13804234.24,100.0,100,1.0,-5.02,-5.02,2.28,4.13,60636.0,20.08,74.27,0.57,5.07,756.15,0.0,1130298.82,21771366.77,691975.41,9.28,8.99,1007936.0,69.89,23.23,24.21,90.04,3000.0,0.0,11067913.47,22463342.18,0.0
Cuba,2015,9576287.45,1944291.08,100.0,100,,,,5.81,9.82,11296.0,48.39,36.23,2.73,12.65,754.3,0.0,537293.17,1974948.8,423382.02,9.04,17.18,352884.0,66.74,25.21,51.47,200.21,3000.0,0.0,2129342.97,2398330.81,0.0
Curaçao,2015,2711804.72,1688863.44,100.0,100,,,,9.59,1.52,12204.0,47.15,50.11,0.71,2.03,165.0,0.0,965309.88,1781071.43,166050.18,10.27,4.99,557354.0,69.48,22.07,86.79,298.94,3000.0,0.0,1851359.5,1947121.61,0.0
Christmas Island,2015,26175.2,36114.69,100.0,100,,,,7.08,0.93,1564.0,60.68,36.57,0.32,2.43,149.16,0.0,5.02,2842.66,7147.01,8.68,3.88,97400.0,74.59,23.08,42.46,102.81,1430.31,0.0,3147.32,9989.67,0.0
Cayman Islands,2015,3589996.65,726117.75,100.0,100,1.0,,,7.14,0.41,3705.0,19.46,71.15,0.73,8.66,269.13,0.0,141.86,141119.87,712140.54,9.13,8.03,197419.0,67.5,24.74,111.01,302.54,3000.0,0.0,835918.64,853260.41,0.0
Cyprus,2015,9487711.26,3727455.95,100.0,100,1.0,-5.91,-5.91,5.5,5.74,17631.0,48.39,47.02,0.81,3.78,3000.0,0.0,489957.03,1128988.63,185840.24,9.81,8.01,662261.0,70.23,22.24,64.62,218.44,3000.0,0.0,1136340.74,1314828.88,0.0
Czech Republic,2015,126831283.56,140307090.67,100.0,100,1.0,-4.17,-4.17,5.53,4.55,152271.0,46.38,50.94,0.55,2.13,3000.0,0.0,7054163.77,27574703.07,341702.52,8.53,7.6,1245853.0,69.91,24.15,11.19,37.41,3000.0,0.0,23014067.35,27916405.59,0.0
Germany,2015,961699710.67,1243069592.45,100.0,100,1.0,-6.7,-6.7,6.15,6.06,439126.0,51.2,46.01,0.78,2.01,3000.0,0.0,176932189.72,533067352.47,2406184.92,8.7,7.61,1490023.0,69.53,24.39,4.4,16.22,3000.0,0.0,450428243.47,535473537.39,0.0
Djibouti,2015,4546307.31,136130.7,100.0,100,,,,2.24,1.87,3684.0,47.29,52.63,0.05,0.03,59.5,0.0,1357.73,93937.52,47339.96,8.53,8.1,179869.0,68.12,26.74,57.25,193.87,3000.0,0.0,137132.08,141277.48,0.0
Dominica,2015,253077.68,99149.82,100.0,100,,,,3.91,2.97,7269.0,19.47,80.04,0.07,0.43,175.12,0.0,186.49,35506.77,25610.86,10.28,9.36,308429.0,70.28,22.49,70.72,236.11,3000.0,0.0,43793.24,61117.62,0.0
Denmark,2015,83238576.74,84673343.09,100.0,100,1.0,-7.43,-7.43,6.27,6.76,157866.0,48.5,48.39,0.85,2.27,3000.0,0.0,7581552.26,32623391.77,233728.88,8.86,8.0,1352452.0,70.03,23.85,11.49,40.97,3000.0,0.0,20906299.19,32857115.75,4.9
