index,merchantid,listedproducts,totalunitssold,meanunitssoldperproduct,rating,merchantratingscount,meanproductprices,meanretailprices,averagediscount,meandiscount,meanproductratingscount,totalurgencycount,urgencytextrate
662,58a3db5e05b2f9716d029e30,2,200,100.0,3.968,16487.0,11.0,10.0,-10.0,-10.0,22.0,1.0,50.0
663,5a9e4f25e05388149703d9c8,2,200,100.0,3.971,9703.0,9.0,8.0,-13.0,-13.0,20.0,,
664,56cd27b048e91e13aa3986e4,2,200,100.0,3.984,3515.0,6.0,8.0,25.0,25.0,13.0,1.0,50.0
665,56ab21890d8dad10e044b9ec,2,200,100.0,3.991,8225.0,2.0,10.0,80.0,80.0,10.0,1.0,50.0
666,566e97ca39cce4269637a261,2,200,100.0,4.03,2166.0,15.0,13.0,-15.0,-15.0,56.0,1.0,50.0
667,58da49c92c3a8f52a755d4a0,2,200,100.0,4.035,26951.0,2.0,2.0,0.0,0.0,9.0,1.0,50.0
668,5eba4bab58ed6ba265685ba1,2,200,100.0,4.041,123.0,8.0,10.0,20.0,20.0,58.0,1.0,50.0
669,5e8ad4c829e7860d8e20b40c,2,200,100.0,4.048,21.0,13.0,11.0,-18.0,-18.0,26.0,1.0,50.0
670,5e50e6b968f8f90ec04531bf,2,200,100.0,4.069,189.0,3.94,8.0,51.0,51.0,21.0,1.0,50.0
671,593402ae25c4f54ed4e0abdf,2,200,100.0,4.072,1926.0,11.0,134.0,92.0,92.0,28.0,1.0,50.0
672,568b82677f5cdb26abff2f9a,2,200,100.0,4.078,22615.0,4.0,4.0,0.0,0.0,21.0,1.0,50.0
673,583141fbfef4094e51453d9b,2,200,100.0,4.079,7497.0,4.67,4.0,-16.0,-16.0,82.0,1.0,50.0
674,57187da6f24dd9593ccc886a,2,200,100.0,4.09,43876.0,5.0,48.0,90.0,90.0,30.0,1.0,50.0
675,5844fc74f521924c9b5148f3,2,200,100.0,4.115,576.0,2.71,3.0,10.0,10.0,12.0,1.0,50.0
676,5b722effbfb77d14812b8c2c,2,200,100.0,4.148,3588.0,16.0,14.0,-14.0,-14.0,11.0,1.0,50.0
677,5b0e27596b9302238a10c3f8,2,200,100.0,4.175,3120.0,11.0,20.0,45.0,45.0,14.0,1.0,50.0
678,5898240369b8584f668a188b,2,200,100.0,4.185,14291.0,12.5,92.5,86.0,85.5,89.0,1.0,50.0
679,59257409b674b15e8191b8de,2,200,100.0,4.216,139607.0,7.0,6.0,-16.0,-16.0,61.0,1.0,50.0
680,5d5108577ad24261ddf720f0,2,200,100.0,4.221,620.0,2.0,2.0,0.0,0.0,34.0,1.0,50.0
681,59506bd1abea9119a059422d,2,200,100.0,4.225,9357.0,5.0,127.0,97.0,97.0,19.0,1.0,50.0
682,58dfa91e42ab0953f96d31d0,2,200,100.0,4.231,360.0,9.5,8.5,-12.0,-12.0,17.0,,
683,57885a8c090d40723d2105e3,2,200,100.0,4.258,4595.0,2.8,3.0,7.0,7.0,6.0,1.0,50.0
684,5ae2d62f2c49564f1df9bbd1,2,200,100.0,4.277,5070.0,11.0,10.0,-10.0,-10.0,98.0,,
685,56c2e30edf108f11548c6dcb,2,200,100.0,4.291,38100.0,3.0,3.0,0.0,0.0,12.0,1.0,50.0
686,550ab2be8e8def0b2c654d4b,2,200,100.0,4.318,6126.0,8.0,7.0,-14.0,-14.0,21.0,1.0,50.0
687,5e5f6272d0e9af054214467e,2,200,100.0,4.333,6.0,4.81,5.0,4.0,4.0,0.0,1.0,50.0
688,5700b51a0848f73d19d10cbb,2,200,100.0,4.361,7197.0,11.0,47.0,77.0,77.0,23.0,1.0,50.0
689,58402f95e24c5b06c6dccd35,2,200,100.0,4.368,619.0,8.0,7.0,-14.0,-14.0,3.0,1.0,50.0
690,583beacf24b24f1b805ff7a2,2,200,100.0,4.39,889.0,8.0,7.0,-14.0,-14.0,28.0,1.0,50.0
691,582ff4f70299bc4f4b90d203,2,200,100.0,4.429,3276.0,13.0,15.0,14.0,14.0,55.0,1.0,50.0
692,58ff6866e17bc0302f540b50,2,200,100.0,4.484,5768.0,8.0,7.0,-14.0,-14.0,11.0,,
693,5e70afae21861a90a4e6b7f0,2,200,100.0,4.5,6.0,12.0,11.0,-9.0,-9.0,0.0,1.0,50.0
694,5e535f1b397cba44cf1118d8,3,150,50.0,3.733,30.0,2.89,7.0,59.0,59.0,1.0,1.0,33.0
695,5dda40561fead208515f98e2,3,150,50.0,3.737,334.0,8.0,7.0,-14.0,-14.0,8.0,1.0,33.0
696,5e3c5fbfe217d492138970c1,3,150,50.0,3.825,57.0,4.83,51.0,91.0,91.0,1.0,2.0,67.0
697,5a2fa9ce6ea4a770c66f5599,3,150,50.0,4.059,1374.0,6.0,7.0,15.0,15.0,3.0,1.0,33.0
698,5d4bbed57ad242352a46d910,3,150,50.0,4.353,34.0,7.0,6.0,-16.0,-16.0,4.0,1.0,33.0
699,5d454f4056a26067881bb903,2,150,75.0,3.892,268.0,3.83,3.5,-8.0,-8.0,8.0,1.0,50.0
700,56c94ae6df108f5af83b1e0f,2,150,75.0,3.943,7248.0,1.93,8.5,78.0,77.5,25.0,2.0,100.0
701,5e72dc545021d6138b405bdc,2,150,75.0,4.185,54.0,11.5,88.5,88.0,87.5,11.0,,
702,5d464a1ffdf7bc44ee933c65,3,120,40.0,3.99,295.0,6.0,48.33,88.0,88.0,5.0,1.0,33.0
703,56a9df1b3a698c526f769805,2,103,52.0,4.252,4150.0,10.0,12.5,25.0,25.0,6.0,,
704,5e8d923d20c9b7545017f1f9,1,100,100.0,2.941,17.0,11.0,50.0,78.0,78.0,9.0,,
705,5e6cb9806bab2075b2b64d15,1,100,100.0,3.0,3.0,12.0,11.0,-9.0,-9.0,1.0,,
706,5e8c98966642021100f8db13,1,100,100.0,3.034,29.0,12.0,75.0,84.0,84.0,28.0,,
707,5e537a4038654d5bb8db71b4,1,100,100.0,3.039,231.0,5.0,5.0,0.0,0.0,6.0,,
708,5e61cd4b97cc101bd3066216,1,100,100.0,3.25,64.0,20.0,17.0,-17.0,-17.0,60.0,,
709,5e64b92e00ff3743cf8f3c3d,1,100,100.0,3.299,67.0,20.0,17.0,-17.0,-17.0,15.0,,
710,5e9c44cdf5b57cfb27118f62,1,100,100.0,3.338,269.0,3.66,26.0,86.0,86.0,10.0,,
711,5dc818ca030a154e48a3a8af,1,100,100.0,3.367,572.0,16.0,14.0,-14.0,-14.0,27.0,,
712,5e675a4b48763f1940d6ab3b,1,100,100.0,3.418,79.0,16.0,22.0,28.0,28.0,72.0,,
713,5dea1af2efc6ec06d5c16dd3,1,100,100.0,3.423,71.0,2.0,4.0,50.0,50.0,30.0,,
714,5e1691b573bfb90406044928,1,100,100.0,3.474,38.0,13.0,11.0,-18.0,-18.0,11.0,,
715,5e0474f81b1677050990d11b,1,100,100.0,3.514,70.0,8.0,76.0,90.0,90.0,11.0,1.0,100.0
716,5c749805a0e25747655033ac,1,100,100.0,3.545,99.0,11.0,10.0,-10.0,-10.0,26.0,,
717,5e536247397cba46c3111a39,1,100,100.0,3.557,88.0,11.0,10.0,-10.0,-10.0,89.0,,
718,5d50f80e3db43e24767edf52,1,100,100.0,3.611,167.0,2.0,25.0,92.0,92.0,58.0,,
719,5dbe8b3a0140ee444c50ec2b,1,100,100.0,3.625,24.0,7.0,6.0,-16.0,-16.0,20.0,,
720,5e50fecf18034a89e1aeede8,1,100,100.0,3.646,99.0,6.0,26.0,77.0,77.0,12.0,1.0,100.0
721,5b0a66907752c8567c3cc671,1,100,100.0,3.651,1078.0,9.0,10.0,10.0,10.0,51.0,,
722,5eb4be68dda5360c58501b42,1,100,100.0,3.683,290.0,8.0,10.0,20.0,20.0,18.0,,
723,5c7dee45a0e257512a5dd7f0,1,100,100.0,3.689,103.0,11.0,10.0,-10.0,-10.0,39.0,,
724,5448789898dc205017838a33,1,100,100.0,3.697,10286.0,11.0,10.0,-10.0,-10.0,4.0,,
725,5d44cb7ea5f07b2d00607909,1,100,100.0,3.708,849.0,14.0,84.0,84.0,84.0,60.0,,
726,5e6d18bceb2b33bdc975950f,1,100,100.0,3.714,49.0,9.0,56.0,84.0,84.0,30.0,,
727,5d463c87c77e983f28b4dfca,1,100,100.0,3.721,104.0,5.79,9.0,36.0,36.0,53.0,,
728,5e3683005ba64b1957b798cc,1,100,100.0,3.762,151.0,14.0,104.0,87.0,87.0,71.0,,
729,5b3b135e38e2640b28a557bb,1,100,100.0,3.773,5595.0,8.0,7.0,-14.0,-14.0,63.0,,
730,5dc682d24b0ae7154300d493,1,100,100.0,3.773,44.0,7.0,6.0,-16.0,-16.0,21.0,,
731,59510a44905fdb0b8266ddc5,1,100,100.0,3.774,3245.0,6.0,11.0,46.0,46.0,35.0,,
732,5d41a75de13a7e2059f79277,1,100,100.0,3.775,111.0,13.0,56.0,77.0,77.0,20.0,,
733,5eba4de229e78603182870c3,1,100,100.0,3.776,116.0,6.0,6.0,0.0,0.0,18.0,,
734,5d5cf8ff2736783681e22991,1,100,100.0,3.779,263.0,7.0,84.0,92.0,92.0,46.0,,
735,5d42980e8388970d32294ddc,1,100,100.0,3.803,330.0,11.0,84.0,87.0,87.0,15.0,1.0,100.0
736,5dcf512a97383300d357ad69,1,100,100.0,3.815,610.0,8.0,7.0,-14.0,-14.0,7.0,,
737,5ddd1355801ecf0a803b6c3a,1,100,100.0,3.827,75.0,7.0,6.0,-16.0,-16.0,18.0,1.0,100.0
738,57ee5f0025e7c00ffe3f000c,1,100,100.0,3.829,37753.0,16.0,18.0,12.0,12.0,69.0,,
739,5d51381f933fb16c06bb9d71,1,100,100.0,3.833,1129.0,5.66,5.0,-13.0,-13.0,27.0,,
740,5d5abf5b33f0b44411c05032,1,100,100.0,3.838,198.0,8.0,7.0,-14.0,-14.0,42.0,,
741,5bdbb9048a83b5678f43462b,1,100,100.0,3.851,897.0,15.0,28.0,47.0,47.0,69.0,,
742,550bed073fca100d87116858,1,100,100.0,3.856,277.0,3.69,53.0,94.0,94.0,11.0,,
743,5609de679b11090d3bafce69,1,100,100.0,3.857,7602.0,7.0,81.0,92.0,92.0,23.0,,
744,58529ee7e788116a53cbe2a9,1,100,100.0,3.864,1022.0,13.0,26.0,50.0,50.0,37.0,,
745,55a641ddfa6d460ba65ce3b8,1,100,100.0,3.871,58154.0,8.0,59.0,87.0,87.0,45.0,,
746,583d7475269aad1da3dc2294,1,100,100.0,3.877,50593.0,8.0,22.0,64.0,64.0,47.0,,
747,583d245d0d44637eb04d1c8f,1,100,100.0,3.89,17612.0,5.0,75.0,94.0,94.0,15.0,1.0,100.0
748,583155a70d446310bcfe9f52,1,100,100.0,3.891,26018.0,5.0,9.0,45.0,45.0,13.0,,
749,5eb8b5ebac21070efaf91c99,1,100,100.0,3.893,224.0,8.0,10.0,20.0,20.0,7.0,,
750,547bfcda3dabbe37af5818b1,1,100,100.0,3.897,2988.0,6.0,6.0,0.0,0.0,15.0,,
751,5eb8e443cefdd67ac09f93ca,1,100,100.0,3.897,107.0,8.0,7.0,-14.0,-14.0,23.0,1.0,100.0
752,58a6f41a96f1bb57840b0ed4,1,100,100.0,3.898,16885.0,14.0,51.0,73.0,73.0,36.0,,
753,5d5e064b560eca4814b2bb74,1,100,100.0,3.899,1373.0,5.72,9.0,37.0,37.0,4.0,,
754,5de7643c8db42003000ba7f1,1,100,100.0,3.902,173.0,8.0,85.0,91.0,91.0,14.0,,
755,5d46ce1a8388976d8c042c39,1,100,100.0,3.909,230.0,14.0,25.0,44.0,44.0,50.0,1.0,100.0
756,58d25a160490dc52e34022e7,1,100,100.0,3.91,35679.0,9.0,84.0,90.0,90.0,82.0,,
757,56680c90e363a3613607ea61,1,100,100.0,3.917,41623.0,7.0,33.0,79.0,79.0,8.0,,
758,5e5dec4430477e47e6838d5d,1,100,100.0,3.918,98.0,5.0,5.0,0.0,0.0,25.0,1.0,100.0
759,55dc3dcd8950c811f73a48a4,1,100,100.0,3.921,16741.0,5.8,8.0,28.0,28.0,6.0,,
760,5b3ed8fa22856f198f7f0a88,1,100,100.0,3.923,1643.0,14.0,12.0,-16.0,-16.0,20.0,1.0,100.0
761,5aacd6c1ccf0c83e5a6f3de0,1,100,100.0,3.929,3897.0,6.0,34.0,83.0,83.0,10.0,,
762,57b17fcc4249277b5ad99206,1,100,100.0,3.931,23161.0,6.0,6.0,0.0,0.0,55.0,,
763,546415e89719cd2ac2e20045,1,100,100.0,3.931,2776.0,6.0,20.0,70.0,70.0,13.0,,
764,5eb50b2237d7ba4abca6250a,1,100,100.0,3.932,88.0,8.0,7.0,-14.0,-14.0,10.0,,
765,58f8681a29867d1118cb0964,1,100,100.0,3.934,1770.0,12.0,11.0,-9.0,-9.0,11.0,,
766,58ef5b480d27561215655a9c,1,100,100.0,3.937,4572.0,4.0,4.0,0.0,0.0,24.0,1.0,100.0
767,5d4a55b21d9a8e4a02843479,1,100,100.0,3.945,613.0,3.81,25.0,85.0,85.0,25.0,,
768,5b8f992a2eb51f465ffd388d,1,100,100.0,3.945,5988.0,9.0,8.0,-12.0,-12.0,8.0,,
769,5684e1234c2cc826ab5ca438,1,100,100.0,3.949,27964.0,11.0,13.0,16.0,16.0,46.0,,
770,5541ba455252290c0b225b1f,1,100,100.0,3.95,27764.0,13.0,25.0,48.0,48.0,79.0,1.0,100.0
771,5b767f37f54e4f1434671cc8,1,100,100.0,3.952,1500.0,3.0,60.0,95.0,95.0,28.0,,
772,5498115d653d5121ae5409c9,1,100,100.0,3.953,11030.0,8.0,30.0,74.0,74.0,34.0,1.0,100.0
773,5a17bb048cf0ed37ca9e18bc,1,100,100.0,3.955,12016.0,3.0,26.0,89.0,89.0,3.0,,
774,5b42da1bf64320209fc8da69,1,100,100.0,3.962,210.0,5.0,19.0,74.0,74.0,59.0,,
775,561df3a23a698c711e5e5efa,1,100,100.0,3.965,36033.0,8.0,7.0,-14.0,-14.0,19.0,1.0,100.0
776,5d54bec47ad242761d84984d,1,100,100.0,3.967,300.0,9.0,8.0,-12.0,-12.0,46.0,,
777,5e74810d7f5269411ad93989,1,100,100.0,3.968,185.0,1.67,2.0,17.0,17.0,32.0,,
778,5d46cdb476befe7f781dd1af,1,100,100.0,3.975,2869.0,9.0,8.0,-12.0,-12.0,31.0,,
779,59e5e353ef7b892409c6e6a7,1,100,100.0,3.975,1284.0,3.0,7.0,58.0,58.0,6.0,,
780,5927d9ead7f65462c5a1d409,1,100,100.0,3.982,901.0,16.0,14.0,-14.0,-14.0,18.0,,
781,5d4e5b8415275446cdad4fbb,1,100,100.0,3.988,900.0,2.65,3.0,12.0,12.0,33.0,,
782,5e535edc18034a4651aeecef,1,100,100.0,3.993,150.0,5.89,5.0,-17.0,-17.0,48.0,1.0,100.0
783,59e071d99fbc517c29711220,1,100,100.0,3.997,2435.0,16.0,33.0,52.0,52.0,61.0,1.0,100.0
784,5d4d24b3c8bc521b5568b537,1,100,100.0,4.0,88.0,7.0,17.0,59.0,59.0,27.0,,
785,5abbab1d7c27687c3daaad6e,1,100,100.0,4.001,5301.0,12.0,11.0,-9.0,-9.0,3.0,,
786,54869cf344a28275e008fb00,1,100,100.0,4.001,17222.0,11.0,51.0,79.0,79.0,4.0,,
787,5947799a2eac1104f22e4486,1,100,100.0,4.003,3852.0,5.73,5.0,-14.0,-14.0,63.0,,
788,5d3d417070327a201bfcd655,1,100,100.0,4.003,1250.0,1.72,2.0,14.0,14.0,13.0,,
789,5b18eb98dfc31f2100f4c4cd,1,100,100.0,4.005,4955.0,8.0,9.0,12.0,12.0,94.0,,
790,5acdbf7c9c15ff7191aadd30,1,100,100.0,4.014,5244.0,12.0,59.0,80.0,80.0,64.0,1.0,100.0
791,5dbb45d78aabea2d9e97b407,1,100,100.0,4.015,546.0,11.0,10.0,-10.0,-10.0,12.0,,
792,5d415665838897104cf4003d,1,100,100.0,4.019,746.0,11.0,22.0,50.0,50.0,24.0,,
793,5e5c7c2c77179e31406eece1,1,100,100.0,4.02,196.0,12.0,14.0,15.0,15.0,24.0,,
794,5aed66b2f0b75f35a1bd6615,1,100,100.0,4.023,4402.0,9.0,8.0,-12.0,-12.0,10.0,1.0,100.0
795,5986cc750ec30f4610ea07be,1,100,100.0,4.024,1746.0,11.0,10.0,-10.0,-10.0,22.0,,
796,598da748b7717348ffeaf02c,1,100,100.0,4.028,17002.0,12.0,11.0,-9.0,-9.0,104.0,,
797,5dda41a275cf541cc0b6cf99,1,100,100.0,4.03,689.0,2.0,2.0,0.0,0.0,58.0,1.0,100.0
798,588224a5bb3a4a4d5169deb2,1,100,100.0,4.035,5311.0,11.0,84.0,87.0,87.0,31.0,,
799,5a13e07c5d6f342d64b51237,1,100,100.0,4.039,4836.0,5.0,11.0,55.0,55.0,54.0,,
800,583188080d44631041fea370,1,100,100.0,4.04,11557.0,8.0,11.0,28.0,28.0,91.0,,
801,5b4973b049c8e64e07c31cb4,1,100,100.0,4.041,267.0,9.0,49.0,82.0,82.0,109.0,,
802,59146c0c71a2f21160479ee5,1,100,100.0,4.044,16726.0,16.0,88.0,82.0,82.0,9.0,,
803,5dc3de943710b9143904fdd9,1,100,100.0,4.045,88.0,8.0,7.0,-14.0,-14.0,15.0,,
804,54068c667a9eb466313c6ebf,1,100,100.0,4.051,102568.0,6.0,7.0,15.0,15.0,2.0,,
805,5ba08911269570054ba2b669,1,100,100.0,4.055,874.0,11.0,26.0,58.0,58.0,12.0,,
806,5c6d6c28619caa1d94891d06,1,100,100.0,4.056,1086.0,3.0,3.0,0.0,0.0,8.0,1.0,100.0
807,5d43cb4c4c7855604ee59bbb,1,100,100.0,4.067,89.0,8.0,7.0,-14.0,-14.0,29.0,,
808,55311a071a8a220c1b804371,1,100,100.0,4.07,5939.0,9.0,8.0,-12.0,-12.0,51.0,,
809,5ac1db0a1c256d3bd25188f4,1,100,100.0,4.077,1585.0,8.0,9.0,12.0,12.0,61.0,,
810,5b9cc34eb226113590090c59,1,100,100.0,4.087,7385.0,14.0,26.0,47.0,47.0,72.0,,
811,5b39de95d3db323a3a775883,1,100,100.0,4.097,1338.0,1.72,56.0,97.0,97.0,6.0,,
812,5729fb5ce1220e593d1b86ac,1,100,100.0,4.101,32724.0,8.0,7.0,-14.0,-14.0,9.0,,
813,5d64f34f2736787d00ad93ec,1,100,100.0,4.106,540.0,1.89,2.0,6.0,6.0,39.0,,
814,5ae2d056b125ab5424320fc1,1,100,100.0,4.107,2199.0,8.0,25.0,68.0,68.0,55.0,,
815,5d54026f41ed515c7a1eb40a,1,100,100.0,4.111,425.0,12.0,43.0,73.0,73.0,26.0,,
816,59a173df9fbc51783bd1f406,1,100,100.0,4.118,4943.0,5.83,64.0,91.0,91.0,52.0,,
817,57ebc98dfc63523912aa1424,1,100,100.0,4.123,1172.0,5.0,5.0,0.0,0.0,0.0,,
818,55ed54947e8372421830b946,1,100,100.0,4.123,38936.0,11.0,10.0,-10.0,-10.0,5.0,,
819,5d7b761abd5aa37518970b8c,1,100,100.0,4.125,1385.0,9.0,34.0,74.0,74.0,18.0,,
820,5d4784dd56a260398c1bc597,1,100,100.0,4.127,521.0,5.0,59.0,92.0,92.0,22.0,,
821,5512b0d98e8def07a462e1d7,1,100,100.0,4.128,17655.0,7.0,6.0,-16.0,-16.0,47.0,1.0,100.0
822,595097d6a26f6e070cb878d1,1,100,100.0,4.129,568.0,16.0,14.0,-14.0,-14.0,54.0,1.0,100.0
823,5772693e4e1511743e371036,1,100,100.0,4.13,1928.0,9.0,17.0,48.0,48.0,34.0,,
824,58ad74688a58e150335088ce,1,100,100.0,4.131,24132.0,8.0,7.0,-14.0,-14.0,23.0,,
825,59f868d0eea5c51c2167d097,1,100,100.0,4.136,18529.0,7.0,6.0,-16.0,-16.0,27.0,,
826,58b569edfc743d5072bcd4d9,1,100,100.0,4.141,8685.0,11.0,26.0,58.0,58.0,1.0,1.0,100.0
827,5b7e1d0f5b299812c53e81f5,1,100,100.0,4.151,1269.0,7.0,34.0,80.0,80.0,106.0,,
828,57ac5da80e3c8a18b4746013,1,100,100.0,4.157,300.0,18.0,115.0,85.0,85.0,177.0,1.0,100.0
829,582c4556ef562807126df946,1,100,100.0,4.158,19867.0,5.0,26.0,81.0,81.0,4.0,,
830,5960922537635d7e09b47c1d,1,100,100.0,4.158,7267.0,15.0,59.0,75.0,75.0,202.0,,
831,58171618bfa9fd1994661235,1,100,100.0,4.159,2602.0,6.0,145.0,96.0,96.0,52.0,,
832,5d481bd022f3014c80e6ddb2,1,100,100.0,4.167,30.0,1.0,1.0,0.0,0.0,6.0,,
833,59f9687a37f9f80d31798d60,1,100,100.0,4.167,629.0,6.0,17.0,65.0,65.0,93.0,1.0,100.0
834,5845000d330f3a4d59cff91f,1,100,100.0,4.168,10799.0,5.0,5.0,0.0,0.0,10.0,,
835,5ad7066e1b98df3e558530a6,1,100,100.0,4.17,3520.0,14.0,12.0,-16.0,-16.0,65.0,,
836,5afab0f75ccdca0e69a067b8,1,100,100.0,4.186,435.0,11.0,28.0,61.0,61.0,107.0,,
837,5d54f7e47ad2426b008579ae,1,100,100.0,4.19,163.0,2.9,3.0,4.0,4.0,19.0,,
838,5ab9f77bea8764355800e5a2,1,100,100.0,4.192,14327.0,4.7,19.0,76.0,76.0,15.0,,
839,585b36a336cedf4cb6c6ea62,1,100,100.0,4.195,18079.0,13.0,68.0,81.0,81.0,121.0,,
840,5ad01a6a70cf6977d05013de,1,100,100.0,4.21,2282.0,11.0,10.0,-10.0,-10.0,96.0,,
841,5486cf7540b3786ec7c7e4ee,1,100,100.0,4.21,9541.0,11.0,30.0,64.0,64.0,28.0,,
842,5d413afa0ff7f947c0e21025,1,100,100.0,4.211,878.0,14.0,97.0,86.0,86.0,44.0,,
843,596d9a4937635d7622a6c7f6,1,100,100.0,4.212,1290.0,8.0,7.0,-14.0,-14.0,111.0,,
844,5adef67640626a4b409b8e94,1,100,100.0,4.213,5106.0,5.92,9.0,35.0,35.0,17.0,,
845,5b13817f0128754174259044,1,100,100.0,4.213,2399.0,3.93,24.0,84.0,84.0,57.0,,
846,5925555b2cd9447854443c41,1,100,100.0,4.223,29977.0,49.0,42.0,-16.0,-16.0,6.0,,
847,58d12c00b9d9d6505a44c4e6,1,100,100.0,4.227,1465.0,18.0,47.0,62.0,62.0,34.0,,
848,5860cbf734de6c4d4803523d,1,100,100.0,4.227,7740.0,12.0,102.0,89.0,89.0,75.0,,
849,5953816a9579d81e5edcc3d7,1,100,100.0,4.228,7328.0,14.0,92.0,85.0,85.0,25.0,,
850,59815a929fbc512d72137ba5,1,100,100.0,4.228,2228.0,9.0,46.0,81.0,81.0,7.0,,
851,59802a908ee78d7ec44d192a,1,100,100.0,4.232,14664.0,8.0,85.0,91.0,91.0,19.0,,
852,58d3cd3b773e9257cc5b990a,1,100,100.0,4.232,4501.0,3.87,15.0,75.0,75.0,43.0,,
853,5a129c6aeea5c546c8b8e2f8,1,100,100.0,4.234,487.0,19.0,17.0,-11.0,-11.0,61.0,,
854,5a409cf87b584e7951b2e25f,1,100,100.0,4.236,7023.0,7.0,6.0,-16.0,-16.0,14.0,,
855,5d55f05833f0b43dceb58a50,1,100,100.0,4.238,63.0,8.0,22.0,64.0,64.0,10.0,,
856,5aa5d06da6bf7a7f7285bc0e,1,100,100.0,4.24,3769.0,9.0,8.0,-12.0,-12.0,23.0,,
857,58e4a53ce070a80f9180685a,1,100,100.0,4.243,8888.0,3.65,9.0,60.0,60.0,8.0,,
858,58d10bee24f9f96bdbe80fb6,1,100,100.0,4.244,4758.0,12.0,100.0,88.0,88.0,40.0,1.0,100.0
859,5d3d0c2c4b4fdb2f38b5e54d,1,100,100.0,4.245,1309.0,2.79,13.0,79.0,79.0,2.0,,
860,5d58d3b433f0b4349bbe941f,1,100,100.0,4.247,299.0,11.0,10.0,-10.0,-10.0,3.0,,
861,5c077d9e80508524a1cb3315,1,100,100.0,4.248,7218.0,2.69,3.0,11.0,11.0,1.0,,
862,590189980094b829518713b8,1,100,100.0,4.264,16994.0,11.0,10.0,-10.0,-10.0,51.0,,
863,5dbd7b090140ee044252ed12,1,100,100.0,4.264,855.0,7.0,6.0,-16.0,-16.0,11.0,,
864,567eb3a5d8a1043c0ab70707,1,100,100.0,4.272,1088.0,16.0,76.0,79.0,79.0,38.0,,
865,577a1c0517c3e2747a5a4659,1,100,100.0,4.274,8950.0,18.0,76.0,77.0,77.0,120.0,1.0,100.0
866,56da85f4df108f268b4a6618,1,100,100.0,4.276,8443.0,4.66,11.0,58.0,58.0,24.0,,
867,554b7fc033c1d7162b690160,1,100,100.0,4.278,12745.0,8.0,7.0,-14.0,-14.0,139.0,,
868,5e0b55766a4343d3823c7215,1,100,100.0,4.283,120.0,11.0,10.0,-10.0,-10.0,8.0,1.0,100.0
869,598429c3947e4119b7bec1c0,1,100,100.0,4.288,29265.0,14.0,84.0,84.0,84.0,103.0,,
870,5b083a8b7e43f23f2e16cbd6,1,100,100.0,4.29,3190.0,9.0,17.0,48.0,48.0,92.0,,
871,5673acd9c1a80060fb201026,1,100,100.0,4.299,3028.0,5.65,26.0,79.0,79.0,33.0,,
872,5650100887aaa61273717ce0,1,100,100.0,4.311,19632.0,16.0,50.0,68.0,68.0,46.0,,
873,580595bda46fa31f93d83357,1,100,100.0,4.325,1151.0,11.0,10.0,-10.0,-10.0,28.0,,
874,582c712cae088637843348a5,1,100,100.0,4.337,34975.0,9.0,8.0,-12.0,-12.0,27.0,,
875,587dd9a883eee74e06b30974,1,100,100.0,4.337,7012.0,8.0,7.0,-14.0,-14.0,14.0,,
876,53bd3edad911396c5b3fb0aa,1,100,100.0,4.341,1972.0,5.85,43.0,87.0,87.0,45.0,,
877,5b71353ec8cfda2270406795,1,100,100.0,4.343,3038.0,7.0,6.0,-16.0,-16.0,57.0,1.0,100.0
878,5ec3b16fedb2cda500b96542,1,100,100.0,4.365,96.0,5.86,5.0,-17.0,-17.0,76.0,,
879,58501ac7b9e3474c9f4b2afd,1,100,100.0,4.365,10917.0,3.69,40.0,91.0,91.0,59.0,1.0,100.0
880,5778fd153a698c5c2d845ed9,1,100,100.0,4.366,6121.0,11.0,42.0,74.0,74.0,55.0,1.0,100.0
881,5742c706d75bc459506b80f1,1,100,100.0,4.431,105684.0,7.0,6.0,-16.0,-16.0,23.0,,
882,57773e8e7f1b5074ad85dd89,1,100,100.0,4.438,54773.0,2.66,9.0,71.0,71.0,1.0,,
883,5d513ddf1d9a8e239c347192,1,100,100.0,4.444,36.0,5.75,16.0,65.0,65.0,27.0,1.0,100.0
884,5848298b68eb84699231b1f2,1,100,100.0,4.456,10622.0,1.76,2.0,12.0,12.0,35.0,,
885,5915c592fc9cce7eb7312bd4,1,100,100.0,4.463,3682.0,13.0,26.0,50.0,50.0,113.0,,
886,55837e8030c8403f7c8044b9,1,100,100.0,4.487,2805.0,5.0,9.0,45.0,45.0,6.0,,
887,5b07dc937752c81ecb291b66,1,100,100.0,4.522,343.0,3.73,17.0,79.0,79.0,27.0,,
888,559f372b577ce1196ef7f66c,1,100,100.0,4.578,1032.0,8.0,47.0,83.0,83.0,110.0,,
889,5dab9ece69ce753090f6735c,1,100,100.0,5.0,0.0,7.0,6.0,-16.0,-16.0,0.0,,
890,5d5a520c560eca48d7f140eb,2,100,50.0,3.516,254.0,4.0,4.0,0.0,0.0,1.0,1.0,50.0
891,5e6771b33cce5a8dd4f6fd3c,2,100,50.0,3.75,4.0,5.0,5.0,0.0,0.0,1.0,1.0,50.0
892,5b0fa1b72c3c1d2abb34f1a4,2,100,50.0,3.792,519.0,8.0,7.0,-14.0,-14.0,6.0,1.0,50.0
893,58d8e8ebd929c652b9c04c05,2,100,50.0,3.88,3730.0,3.76,7.0,47.0,47.0,8.0,,
